clientid,clientsecret,PickupIATA,Pickup,PZip,Pcountry,Pcity,plat,plong,DropIATA,Daddress,Dzip,Dcountry,Dcity,dLat,dlong
pincode,dGVzdF9jbGllbnQ=,BKK,Suvarnabhumi Airport,,TH,Bangkok,13.69152,100.75089,,Grand Mercure Bangkok Asoke Residence  Khlong Toei Nuea  Pathum Wan Di,10110,TH,,13.741667,100.560834
uktest,dGVzdF9jbGllbnQ=,,Auf der Zinnen  1,79098,DE,Freiburg im Breisgau,47.9974654,7.8543148,BSL,EuroAirport Basel–Mulhouse–Freiburg,,FR,Mulhouse/Basel,47.58958,7.52991
pincode,dGVzdF9jbGllbnQ=,LAD,Luanda,,AO,Luanda,-8.85838,13.23118,,Luanda Sul  Luanda  Angola,,AO,Belas,-8.913611,13.1913383
uktest,dGVzdF9jbGllbnQ=,YVR,Vancouver International Airport,,CA,Vancouver,49.19489,-123.17923,CXH,Alberni St  1128,V6E 4R6,CA,Vancouver,49.285716,-123.124698
pincode,dGVzdF9jbGllbnQ=,LHR,,,,,51.47077942,-0.481890142,,140 Bath Road Heathrow Airport,UB3 5AW,GB,Heathrow,51.48109055,-0.441384315
uktest,dGVzdF9jbGllbnQ=,PMO,Falcone-Borsellino Airport,,IT,Palermo,38.17596,13.09102,,Via Marchese Ugo  3,90144,IT,Palermo,38.1303795,13.3513264
pincode,dGVzdF9jbGllbnQ=,LGW,London Gatwick Airport,,GB,London,51.15609,-0.17818,,Salisbury District Hospital  Odstock Road  Salisbury  UK,SP2 8BJ,GB,Salisbury,51.0452592,-1.7883697
uktest,dGVzdF9jbGllbnQ=,BOS,Logan International Airport,,US,Boston,42.36514,-71.01777,,Arlington St  64,2116,US,Boston,42.3507238,-71.0699709
pincode,dGVzdF9jbGllbnQ=,BOS,Logan International Airport,,US,Boston,42.36514,-71.01777,,Arlington St  64,2116,US,Boston,42.3507238,-71.0699709
uktest,dGVzdF9jbGllbnQ=,BOS,Logan International Airport,,US,Boston,42.36514,-71.01777,,Arlington St  64,2116,US,Boston,42.3507238,-71.0699709
pincode,dGVzdF9jbGllbnQ=,,Arlington St  64,2116,US,Boston,42.3507238,-71.0699709,BOS,Logan International Airport,2116,US,Boston,42.36514,-71.01777
uktest,dGVzdF9jbGllbnQ=,NCE,Nice Côte d'Azur International Airport,,FR,Nice,43.66272,7.20787,,Rue du Maréchal Foch  2,6400,FR,Cannes,43.55271,7.018931
pincode,dGVzdF9jbGllbnQ=,NCE,Nice Côte d'Azur International Airport,,FR,Nice,43.66272,7.20787,,Rue du Maréchal Foch  2,6400,FR,Cannes,43.55271,7.018931
uktest,dGVzdF9jbGllbnQ=,,Rue de Médran  70,1936,CH,Bagnes,46.0925877,7.2333904,GVA,Aéroport Genève-Cointrin,1936,CH,Geneva,46.23756,6.10921
pincode,dGVzdF9jbGllbnQ=,NCE,Nice Côte d'Azur International Airport,,FR,Nice,43.66272,7.20787,,Rue du Maréchal Foch  2,6400,FR,Cannes,43.55271,7.018931
uktest,dGVzdF9jbGllbnQ=,NCE,Nice Côte d'Azur International Airport,,FR,Nice,43.66272,7.20787,,Avenue Notre Dame  28,6000,FR,Nice,43.7036061,7.2665637
pincode,dGVzdF9jbGllbnQ=,NCE,Nice Côte d'Azur International Airport,,FR,Nice,43.66272,7.20787,,Avenue Notre Dame  28,6000,FR,Nice,43.7036061,7.2665637
uktest,dGVzdF9jbGllbnQ=,NCE,Nice Côte d'Azur International Airport,,FR,Nice,43.66272,7.20787,,Sophia Antipolis  France,6000,FR,,43.6163539,7.0552218
pincode,dGVzdF9jbGllbnQ=,,Rue de Médran  70,1936,CH,Bagnes,46.0925877,7.2333904,GVA,Aéroport Genève-Cointrin,,CH,Geneva,46.23756,6.10921
uktest,dGVzdF9jbGllbnQ=,HKG,Hong Kong International Airport,,HK,Hong Kong,22.31459,113.93243,,Huanshi E Rd  339,510098,CN,Guangzhou Shi,23.1384927,113.2825504
pincode,dGVzdF9jbGllbnQ=,HYC,High Wycombe,,GB,High Wycombe,51.6333334,-0.7666667,,London St Pancras Intl Railway Station,,GB,London,51.531432,-0.126143
uktest,dGVzdF9jbGllbnQ=,,Emden shipyard and dock GmbH  Zum Zungenkai  Emden  Germany,26725,DE,Emden,53.3540813,7.2019358,BRE,Bremen Airport,,DE,Bremen,53.0475,8.78667
pincode,dGVzdF9jbGllbnQ=,CDG,Paris Charles de Gaulle Airport,,FR,Paris,49.01278,2.55,,Place de la Porte de Paris  1,93200,FR,Saint-Denis,48.930016,2.357085
uktest,dGVzdF9jbGllbnQ=,FRA,Frankfurt Airport,,DE,Frankfurt,50.0406,8.55603,,Châteauform' Schloß Ahrenthal  Sinzig  Deutschland,53489,DE,Sinzig,50.520559,7.247098
pincode,dGVzdF9jbGllbnQ=,,Rue de Médran  70,1936,CH,Bagnes,46.0925877,7.2333904,GVA,Aéroport Genève-Cointrin,,CH,Geneva,46.23756,6.10921
uktest,dGVzdF9jbGllbnQ=,AMS,Amsterdam Airport Schiphol,,NL,Amsterdam,52.3103,4.76028,,Emden shipyard and dock GmbH  Zum Zungenkai  Emden  Germany,26725,DE,Emden,53.3540813,7.2019358
pincode,dGVzdF9jbGllbnQ=,,Route du Circuit  55,4970,BE,Stavelot,50.4369118,5.97205,,Zaventem Brussels Airport Apartment Grote Dal Straat  Zaventem  Belgiu,1930,BE,Zaventem,50.880058,4.474024
uktest,dGVzdF9jbGllbnQ=,AMS,Amsterdam Airport Schiphol,,NL,Amsterdam,52.3103,4.76028,,Emden shipyard and dock GmbH  Zum Zungenkai  Emden  Germany,26725,DE,Emden,53.3540813,7.2019358
pincode,dGVzdF9jbGllbnQ=,,Winstanley Rd  117,WN5 7XE,GB,Billinge,53.5282555,-2.7050979,MAN,Manchester Airport,,GB,Manchester,53.35374,-2.27495
uktest,dGVzdF9jbGllbnQ=,,Paris Gare Du Nord Rail Station,,FR,Paris,48.88083,2.35528,,Avenue Victor Hugo  45,93300,FR,Aubervilliers,48.9025268,2.3709492
pincode,dGVzdF9jbGllbnQ=,,Zum Nordkai  12,26725,DE,Emden,53.34943,7.21286,BRE,Bremen Airport,,DE,Bremen,53.0475,8.78667
uktest,dGVzdF9jbGllbnQ=,BHX,,,,,52.46151352,-1.758156061,,Central Square,B1 1HH,GB,Birmingham,52.47781754,-1.905835629
pincode,dGVzdF9jbGllbnQ=,NCE,Nice Côte d'Azur International Airport,,FR,Nice,43.66272,7.20787,,Avenue du Petit Juas  55,6400,FR,Cannes,43.5586603,7.0139501
uktest,dGVzdF9jbGllbnQ=,AMS,Amsterdam Airport Schiphol,,NL,Amsterdam,52.3103,4.76028,,Saturnus  411,8448 CC,NL,Heerenveen,52.9708059,5.9324777
pincode,dGVzdF9jbGllbnQ=,BGY,Il Caravaggio International Airport,,IT,Milan,45.67389,9.70417,,Via Guzzina  18,20861,IT,Brugherio,45.5407716,9.2954015
uktest,dGVzdF9jbGllbnQ=,ZQW,Zweibruecken Airport,,DE,Saarbruecken,49.2094445,7.4005556,LUX,Luxembourg Findel Airport,,LU,Luxembourg,49.62658,6.21152
pincode,dGVzdF9jbGllbnQ=,DUR,King Shaka International Airport,,ZA,Durban,-29.61667,31.11667,,Corkwood Drive  5,4399,ZA,Dolphin Coast,-29.5625312,31.1894624
uktest,dGVzdF9jbGllbnQ=,HAJ,Hannover-Langenhagen Airport,,DE,Hannover,52.45957,9.69269,,Obere Str.  13-17,27283,DE,Verden (Aller),52.92056,9.2300002
pincode,dGVzdF9jbGllbnQ=,,Kingston Hill Place  Kingston upon Thames KT2 7QY  UK,KT2 7QY,GB,Kingston upon Thames,51.4303248,-0.2678927,LHR,Heathrow Airport,,GB,London,51.4775,-0.46139
uktest,dGVzdF9jbGllbnQ=,,18119 Rostock  Germany,,DE,Rostock,54.0924406,12.0991466,HAM,Hamburg Airport,1058,DE,Hamburg,53.63028,9.98833
pincode,dGVzdF9jbGllbnQ=,,18119 Rostock  Germany,,DE,Rostock,54.0924406,12.0991466,HAM,Hamburg Airport,1058,DE,Hamburg,53.63028,9.98833
uktest,dGVzdF9jbGllbnQ=,,18119 Rostock  Germany,,DE,Rostock,54.0924406,12.0991466,HAM,Hamburg Airport,1058,DE,Hamburg,53.63028,9.98833
pincode,dGVzdF9jbGllbnQ=,,Warnemünde Cruise Center  Rostock  Germany,18119,DE,Rostock,54.1755503,12.0936593,HAM,Hamburg Airport,1058,DE,Hamburg,53.63028,9.98833
uktest,dGVzdF9jbGllbnQ=,,Hotel NH Milano Congress Centre  Assago  Metropolitan City of Milan  I,20090,IT,Assago,45.400732,9.1496635,,Via Zibido  20800  Zibido San Giacomo  Metropolitan City of Milan  Ita,20080,IT,Zibido San Giacomo,45.3695682,9.1308341
pincode,dGVzdF9jbGllbnQ=,,Warnemünde Cruise Center  Rostock  Germany,18119,DE,Rostock,54.1755503,12.0936593,HAM,Hamburg Airport,1058,DE,Hamburg,53.63028,9.98833
uktest,dGVzdF9jbGllbnQ=,HAM,Hamburg Airport,,DE,Hamburg,53.63028,9.98833,,Havnegade  37,1058,DK,København,55.6774627,12.5900228
pincode,dGVzdF9jbGllbnQ=,STR,Stuttgart Airport,,DE,Stuttgart,48.69,9.22194,,Gärtnerstraße  1,77933,DE,Lahr/Schwarzwald,48.3413428,7.8771074
uktest,dGVzdF9jbGllbnQ=,DXB,Dubai Intl Airport,,AE,Dubai,25.25,55.33333,DXB,Copthorne Hotel Dubai - Dubai - United Arab Emirates,,AE,Dubai,25.2546743,55.3279271
pincode,dGVzdF9jbGllbnQ=,DXB,Dubai Intl Airport,,AE,Dubai,25.25,55.33333,DXB,Copthorne Hotel Dubai - Dubai - United Arab Emirates,,AE,Dubai,25.2546743,55.3279271
uktest,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00972,2.54778,,Quai Gallieni  28,92150,FR,Suresnes,48.8720051,2.2329471
pincode,dGVzdF9jbGllbnQ=,,18119 Rostock  Germany,,DE,Rostock,54.0924406,12.0991466,,Hamburg Central Station  Hauptbahnhof  Hamburg  Germany,20099,DE,Hamburg,53.5529243,10.0066044
uktest,dGVzdF9jbGllbnQ=,,18119 Rostock  Germany,,DE,Rostock,54.0924406,12.0991466,,Hamburg Central Station  Hauptbahnhof  Hamburg  Germany,20099,DE,Hamburg,53.5529243,10.0066044
pincode,dGVzdF9jbGllbnQ=,,18119 Rostock  Germany,,DE,Rostock,54.0924406,12.0991466,,Hamburg Central Station  Hauptbahnhof  Hamburg  Germany,20099,DE,Hamburg,53.5529243,10.0066044
uktest,dGVzdF9jbGllbnQ=,,18119 Rostock  Germany,,DE,Rostock,54.0924406,12.0991466,,Hamburg Central Station  Hauptbahnhof  Hamburg  Germany,20099,DE,Hamburg,53.5529243,10.0066044
pincode,dGVzdF9jbGllbnQ=,CWL,Cardiff Airport,,GB,Cardiff,51.4,-3.35,,Ibis Cardiff Hotel  Churchill Way  Cardiff  UK,CF10 2HA,GB,Cardiff,51.4796857,-3.1707377
uktest,dGVzdF9jbGllbnQ=,YYZ,Lester B. Pearson Intl Airport,,CA,Toronto,43.68333,-79.63333,,Front St W  100,M5J 1E3,CA,Toronto,43.6457249,-79.3815657
pincode,dGVzdF9jbGllbnQ=,MXP,Malpensa Airport,,IT,Milan,45.63,8.72861,,Strada 5  Rozzano  Milan  Italy,20089,IT,Rozzano,45.3945856,9.1461891
uktest,dGVzdF9jbGllbnQ=,LAX,Los Angeles Intl Airport,,US,Los Angeles,33.93333,-118.4,,N Ventu Park Rd  510,91320,US,Thousand Oaks,34.1854724,-118.908349
pincode,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00972,2.54778,,Rue de la Chancellerie  1,77300,FR,Fontainebleau,48.4038978,2.7005501
uktest,dGVzdF9jbGllbnQ=,,Ibis Cardiff Hotel  Churchill Way  Cardiff  UK,CF10 2HA,GB,Cardiff,51.4796857,-3.1707377,CWL,Cardiff Airport,,GB,Cardiff,51.4,-3.35
pincode,dGVzdF9jbGllbnQ=,MAD,Adolfo Suarez Barajas Airport,,ES,Madrid,40.46667,-3.56667,,Ctra. Soria-Plasencia  km 337,5600,ES,El Barco de Ávila,40.358171,-5.530186
uktest,dGVzdF9jbGllbnQ=,,Gurnards Ave  47,,GB,Fishermead,52.0392541,-0.7468998,KYN,Central Railway Stn Airport,,GB,Milton Keynes,52.05,0.7
pincode,dGVzdF9jbGllbnQ=,,High St  44,PE19 5JW,GB,Saint Neots,52.2458376,-0.2982185,LHR,Heathrow Airport,,GB,London,51.4775,-0.46139
uktest,dGVzdF9jbGllbnQ=,,Rue Adolphe Pajeaud  206,92160,FR,Antony,48.7411165,2.2821305,ORY,Paris Orly Airport,,FR,Paris,48.72528,2.35944
pincode,dGVzdF9jbGllbnQ=,,Rue Adolphe Pajeaud  206,92160,FR,Antony,48.7411165,2.2821305,ORY,Paris Orly Airport,,FR,Paris,48.72528,2.35944
uktest,dGVzdF9jbGllbnQ=,HAJ,Hannover-Langenhagen Airport,,DE,Hannover,52.45957,9.69269,,Feodor-Lynen-Straße  1,30625,DE,Hannover,52.3880642,9.8061321
pincode,dGVzdF9jbGllbnQ=,BRE,Bremen Airport,,DE,Bremen,53.05,8.78333,,Reeperbahn  1,27283,DE,Verden (Aller),52.9205949,9.2272132
uktest,dGVzdF9jbGllbnQ=,GRU,Guarulhos Intl Airport,,BR,Sao Paulo,-23.43333,-46.48333,,Hotel Pullman São Paulo Guarulhos Airport - Aeroporto  Guarulhos - Sta,07190-100,BR,,-23.4501308,-46.4890725
pincode,dGVzdF9jbGllbnQ=,LAX,Los Angeles Intl Airport,,US,Los Angeles,33.93333,-118.4,,Alanda Pl  9108,90210,US,Beverly Hills,34.1130383,-118.3951846
uktest,dGVzdF9jbGllbnQ=,LAX,Los Angeles Intl Airport,,US,Los Angeles,33.93333,-118.4,,Alanda Pl  9108,90210,US,Beverly Hills,34.1130383,-118.3951846
pincode,dGVzdF9jbGllbnQ=,,Mudgley  Wedmore BS28 4TY  UK,BS28 4TY,GB,Mudgley,51.2056923,-2.7940315,,Delstar international  Broard lane  Gilberdyke  UK,HU15 2GP,GB,Gilberdyke,53.754398,-0.740441
uktest,dGVzdF9jbGllbnQ=,,SAS Middle East Fz-Llc - Dubai - United Arab Emirates,,AE,Dubai,25.100732,55.1698581,,Airport Terminal 3 - Dubai - United Arab Emirates,,AE,Dubai,25.2455213,55.3599031
pincode,dGVzdF9jbGllbnQ=,GVA,Geneva International Airport,,CH,Geneva,46.23806,6.10889,,Place du Port  3,74500,FR,Évian-les-Bains,46.401148,6.594393
uktest,dGVzdF9jbGllbnQ=,HAN,Noi Bai Intl Airport,SE19 1SW,VN,Hanoi,21.03333,105.8833,,Tr?n Duy H?ng  117,TW6,VN,,21.0074302,105.7968181
pincode,dGVzdF9jbGllbnQ=,MXP,Malpensa Airport,,IT,Milan,45.63,8.72861,,Via Panfilo Castaldi  7,20124,IT,Milano,45.478281,9.199776
uktest,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00972,2.54778,,Avenue Emile Zola  10,75015,FR,Paris,48.8460777,2.2788747
pincode,dGVzdF9jbGllbnQ=,,Viale Bligny  56,20136,IT,Milano,45.4508291,9.1947567,BGY,Bergamo Orio Al Serio Airport,,IT,Milan,45.66889,9.70028
uktest,dGVzdF9jbGllbnQ=,CDG,Charles De Gaulle Airport,,FR,Paris,49.00972,2.54778,,Rue Yvan Tourgueneff  10-12,78380,FR,Paris,48.8676035,2.1454795
pincode,dGVzdF9jbGllbnQ=,,Dongyu Island  Qionghai  China,,CN,,19.141398,110.572846,,Aeroporto Internacional de Haikou Meilan (HAK)  Meilan  Haikou  Hainan,571126,CN,Haikou,19.9385399,110.462132
uktest,dGVzdF9jbGllbnQ=,,Dongyu Island  Qionghai  China,,CN,,19.141398,110.572846,,Aeroporto Internacional de Haikou Meilan (HAK)  Meilan  Haikou  Hainan,571126,CN,Haikou,19.9385399,110.462132
pincode,dGVzdF9jbGllbnQ=,,Bedford St  9-15,BT2 7FF,GB,Belfast,54.5952081,-5.9315933,,Fota Island Resort  County Cork  Ireland,,IE,Fota Island Resort,51.8962369,-8.3021079
uktest,dGVzdF9jbGllbnQ=,,Bedford St  9-15,BT2 7FF,GB,Belfast,54.5952081,-5.9315933,,Fota Island Resort  County Cork  Ireland,,IE,Fota Island Resort,51.8962369,-8.3021079
pincode,dGVzdF9jbGllbnQ=,BRE,Bremen Airport,,DE,Bremen,53.05,8.78333,,Obere Str.  13-17,27283,DE,Verden (Aller),52.92056,9.2300002
uktest,dGVzdF9jbGllbnQ=,BRE,Bremen Airport,,DE,Bremen,53.05,8.78333,,Obere Str.  13-17,27283,DE,Verden (Aller),52.92056,9.2300002
pincode,dGVzdF9jbGllbnQ=,,Almere Stad  Almere  Netherlands,,NL,Almere,52.375067,5.2153339,,Handelsweg  26,3899 AB,NL,Zeewolde,52.3565668,5.5120119
uktest,dGVzdF9jbGllbnQ=,NCE,Cote D Azur Airport,,FR,Nice,43.66528,7.215,,Avenue du Petit Juas  55,6400,FR,Cannes,43.5586603,7.0139501
pincode,dGVzdF9jbGllbnQ=,,Warsaw,,PL,Warsaw,52.24317551,21.01667976,,Lodz,,PL,Lodz,51.76732254,19.46343422
uktest,dGVzdF9jbGllbnQ=,HRG,International Airport,,EG,Hurghada,27.2,33.86667,,Serenity Fun City Resort  Hurghada  Egypt,,EG,,26.9709722,33.9161216
pincode,dGVzdF9jbGllbnQ=,YYZ,Lester B. Pearson Intl Airport,,CA,Toronto,43.68333,-79.63333,,Essa Rd  261,L4N 9C7,CA,Barrie,44.3564062,-79.6996066
uktest,dGVzdF9jbGllbnQ=,DUB,Dublin International Airport,,IE,Dublin,53.42139,-6.27,,Osprey Hotel - Kildare Hotel  Devoy Quarter  Naas East  Naas  County K,W91 X40K,IE,Naas,53.213319,-6.67045
pincode,dGVzdF9jbGllbnQ=,,Osprey Hotel - Kildare Hotel  Devoy Quarter  Naas East  Naas  County K,W91 X40K,IE,Naas,53.213319,-6.67045,,BAM Contractors  Hartwell Lower  Kill  County Kildare  Ireland,W91 X40K,IE,Kill,53.2394792,-6.5863422
uktest,dGVzdF9jbGllbnQ=,,Osprey Hotel - Kildare Hotel  Devoy Quarter  Naas East  Naas  County K,W91 X40K,IE,Naas,53.213319,-6.67045,,BAM Contractors  Hartwell Lower  Kill  County Kildare  Ireland,,IE,Kill,53.2394792,-6.5863422
pincode,dGVzdF9jbGllbnQ=,LIN,Linate Airport,,IT,Milan,45.44944,9.27833,MIL,Via Santo Spirito  Milan  Metropolitan City of Milan  Italy,20121,IT,Milano,45.4703563,9.1953346
uktest,dGVzdF9jbGllbnQ=,ABV,Nnamdi Azikiwe Intl Airport,,NG,Abuja,9.00639,7.26417,,Aguiyi Ironsi St  1,900001,NG,Abuja,9.0742863,7.494981
pincode,dGVzdF9jbGllbnQ=,MPL,Mediterranee Airport,,FR,Montpellier,43.58333,3.96139,,Rue Gilles Martinet  105,34070,FR,Montpellier,43.5907833,3.8560844
uktest,dGVzdF9jbGllbnQ=,MPL,Mediterranee Airport,,FR,Montpellier,43.58333,3.96139,,Rue Gilles Martinet  105,34070,FR,Montpellier,43.5907833,3.8560844
pincode,dGVzdF9jbGllbnQ=,DEL,Indira Gandhi Intl Airport,,IN,Delhi,28.56667,77.11667,,The Leela Ambience Gurugram Hotel & Residences  National Highway 8  Am,122002,IN,Gurugram,28.505532,77.096398
uktest,dGVzdF9jbGllbnQ=,,Avenue of the Stars  2151,90067,US,Los Angeles,34.054016,-118.4123666,,W Olympic Blvd  12401,90064,US,Los Angeles,34.0319971,-118.4585662
pincode,dGVzdF9jbGllbnQ=,,Avenue of the Stars  2151,90067,US,Los Angeles,34.054016,-118.4123666,,W Olympic Blvd  12401,90064,US,Los Angeles,34.0319971,-118.4585662
uktest,dGVzdF9jbGllbnQ=,,Avenue of the Stars  2151,90067,US,Los Angeles,34.054016,-118.4123666,,W Olympic Blvd  12401,90064,US,Los Angeles,34.0319971,-118.4585662
pincode,dGVzdF9jbGllbnQ=,,Avenue of the Stars  2151,90067,US,Los Angeles,34.054016,-118.4123666,,W Olympic Blvd  12401,90064,US,Los Angeles,34.0319971,-118.4585662
uktest,dGVzdF9jbGllbnQ=,JNB,O.R. Tambo Intl Airport,,ZA,Johannesburg,-26.13917,28.24611,,Sandton Sun  5th Street  Sandhurst  Sandton  South Africa,2031,ZA,Sandton,-26.1074129,28.0517168
pincode,dGVzdF9jbGllbnQ=,,Osprey Hotel - Kildare Hotel  Devoy Quarter  Naas East  Naas  County K,W91 X40K,IE,Naas,53.213319,-6.67045,,BAM Contractors  Hartwell Lower  Kill  County Kildare  Ireland,,IE,Kill,53.2394792,-6.5863422
uktest,dGVzdF9jbGllbnQ=,OPO,Oporto Aeropuerto Sa Carneiro  Moreira  Portugal,4470-558,PT,Moreira,41.2360378,-8.6700048,,R. Miguel Bombarda  50,3080-995,PT,Figueira da Foz,40.1507737,-8.8654542
pincode,dGVzdF9jbGllbnQ=,OPO,Oporto Aeropuerto Sa Carneiro  Moreira  Portugal,4470-558,PT,Moreira,41.2360378,-8.6700048,,R. Miguel Bombarda  50,3080-995,PT,Figueira da Foz,40.1507737,-8.8654542
uktest,dGVzdF9jbGllbnQ=,DUB,Dublin International Airport,,IE,Dublin,53.42139,-6.27,,Osprey Hotel - Kildare Hotel  Devoy Quarter  Naas East  Naas  County K,W91 X40K,IE,Naas,53.213319,-6.67045
pincode,dGVzdF9jbGllbnQ=,BGY,Bergamo Orio Al Serio Airport,,IT,Milan,45.66889,9.70028,,Via Giovanni Spadolini  5,20141,IT,Milano,45.4436841,9.189181
uktest,dGVzdF9jbGllbnQ=,,77305 Boulevard de Constance  Fontainebleau  France,77300,FR,Fontainebleau,48.4022714,2.6872183,,Fontainebleau Avon  Avon  France,77210,FR,Avon,48.4164064,2.7264817
pincode,dGVzdF9jbGllbnQ=,,Via Torino  122,184,IT,Roma,41.901668,12.495551,FCO,Fiumicino Airport,,IT,Rome,41.80028,12.23889
uktest,dGVzdF9jbGllbnQ=,HAN,Noi Bai Intl Airport,,VN,Hanoi,21.03333,105.8833,,InterContinental Hanoi Landmark72  Urban Area  ???ng C?u Gi?y  Keangna,,VN,,21.0168359,105.7842974
pincode,dGVzdF9jbGllbnQ=,BLQ,Guglielmo Marconi Airport,,IT,Bologna,44.53083,11.29694,,Via Abetone Inferiore  1,41053,IT,Maranello,44.5325681,10.8637404
uktest,dGVzdF9jbGllbnQ=,MEX,Benito Juarez Intl Airport,,MX,Mexico City,19.43333,-99.08333,,Av. Insurgentes Sur  635,3810,MX,Ciudad de México,19.3961293,-99.1720989
pincode,dGVzdF9jbGllbnQ=,HAM,Hamburg Airport,,DE,Hamburg,53.63028,9.98833,,Herbartgang  23,26122,DE,Oldenburg,53.1418941,8.2118205
uktest,dGVzdF9jbGllbnQ=,HAM,Hamburg Airport,,DE,Hamburg,53.63028,9.98833,,Herbartgang  23,26122,DE,Oldenburg,53.1418941,8.2118205
pincode,dGVzdF9jbGllbnQ=,,The Leela Ambience Gurugram Hotel & Residences  National Highway 8  Am,122002,IN,Gurugram,28.505532,77.096398,DEL,Indira Gandhi Intl Airport,,IN,Delhi,28.56667,77.11667
uktest,dGVzdF9jbGllbnQ=,MAA,Chennai International Airport,,IN,Chennai,12.98333,80.16667,,Novotel Chennai Omr  Old Mahabalipuram Road  Sholinganallur  Chennai ,600119,IN,Chennai,12.9052529,80.2293196
pincode,dGVzdF9jbGllbnQ=,BWN,Brunei Intl Airport,,BN,Bandar Seri Begawan,4.9,114.9167,,Radisson Hotel Brunei Darussalam  Bandar Seri Begawan  Brunei,BS8211,BN,Bandar Seri Begawan,4.8946988,114.9425094
uktest,dGVzdF9jbGllbnQ=,,Maranello  Province of Modena  Italy,41053,IT,Maranello,44.5263024,10.8666834,BLQ,Guglielmo Marconi Airport,,IT,Bologna,44.53083,11.29694
pincode,dGVzdF9jbGllbnQ=,,Genova Piazza Principe  Genoa  Metropolitan City of Genoa  Italy,16134,IT,Genoa,44.4168979,8.9214089,,16039 Sestri Levante  Metropolitan City of Genoa  Italy,16039,IT,Sestri Levante,44.2833374,9.4228263
uktest,dGVzdF9jbGllbnQ=,OTP,Henri Coanda Airport,,RO,Bucharest,44.5,26.08333,,Calea Victoriei  166,10096,RO,Bucure?ti,44.445422,26.0915198
pincode,dGVzdF9jbGllbnQ=,,Calea Victoriei  166,10096,RO,Bucure?ti,44.445422,26.0915198,OTP,Henri Coanda Airport,10096,RO,Bucharest,44.5,26.08333
uktest,dGVzdF9jbGllbnQ=,MXP,Malpensa Airport,,IT,Milan,45.63,8.72861,,Via Giuseppe di Vittorio  4,20090,IT,Assago,45.402873,9.139389
pincode,dGVzdF9jbGllbnQ=,,Via Giuseppe di Vittorio  4,20090,IT,Assago,45.402873,9.139389,LIN,Linate Airport,20090,IT,Milan,45.44944,9.27833
uktest,dGVzdF9jbGllbnQ=,,Benevento  Province of Benevento  Italy,82100,IT,Benevento,41.1297613,14.7826208,CIA,Ciampino Airport,,IT,Rome,41.79944,12.59722
pincode,dGVzdF9jbGllbnQ=,,Benevento  Province of Benevento  Italy,82100,IT,Benevento,41.1297613,14.7826208,CIA,Ciampino Airport,,IT,Rome,41.79944,12.59722
uktest,dGVzdF9jbGllbnQ=,BCN,????????? — ???-???? (BCN)  El Prat de Llobregat  Spain,8820,ES,El Prat de Llobregat,41.297445,2.0832941,,?????????  Spain,,ES,Cambrils,41.0666754,1.0603606
pincode,dGVzdF9jbGllbnQ=,IST,Istanbul Airport,,TR,Istanbul,40.97695,28.81473,,Salih Omurtak Cd.  2,59850,TR,Kaz?miye,41.1512142,27.8396906
uktest,dGVzdF9jbGllbnQ=,ICN,Incheon International Airport,,KR,Seoul,37.425,126.375,,524 Bongeunsa-ro  Samseong-dong  Gangnam-gu  Seoul  South Korea,135-091,KR,,37.5101935,127.0585824
pincode,dGVzdF9jbGllbnQ=,DFW,Dallas Ft Worth Intl Airport,,US,Dallas,32.89583,-97.03722,,Plano  Texas  USA,,US,Plano,33.0198431,-96.6988856
uktest,dGVzdF9jbGllbnQ=,IST,Istanbul Airport,,TR,Istanbul,40.97695,28.81473,TEQ,Corlu Airport,,TR,Tekirdag,41.13834,27.91917
pincode,dGVzdF9jbGllbnQ=,OTP,Henri Coanda Airport,,RO,Bucharest,44.5,26.08333,,Calea Victoriei  166,10096,RO,Bucure?ti,44.445422,26.0915198
uktest,dGVzdF9jbGllbnQ=,,York Train Station  Station Road  York  UK,YO24 1AB,GB,York,53.95798,-1.09319,,Lingcroft Lane  York  UK,,GB,York,53.9201607,-1.0687698
pincode,dGVzdF9jbGllbnQ=,EWR,Newark Liberty Intl Airport,,US,New York,40.6825,-74.16944,,International Dr  1000,7828,US,Mount Olive Township,40.9084029,-74.7243655
uktest,dGVzdF9jbGllbnQ=,,Rue Paul Séramy  36,77300,FR,Fontainebleau,48.4037829,2.7038795,,Rue Jean Rey  20,75015,FR,Paris,48.8552509,2.2919095
pincode,dGVzdF9jbGllbnQ=,MCT,Muscat International Airport,,OM,Muscat,23.60084,58.28612,,Sundus Rotana  Al Maardih Street  Muscat  Oman,,OM,Muscat,23.585271,58.300609
uktest,dGVzdF9jbGllbnQ=,DIA,Doha International Airport,,QA,Doha,25.27445,51.60834,,Dubai International Airport (DXB) - Dubai - United Arab Emirates,,AE,Dubai,25.2531745,55.3656728
pincode,dGVzdF9jbGllbnQ=,,Rue Paul Séramy  36,77300,FR,Fontainebleau,48.4037829,2.7038795,,Rue Jean Rey  20,75015,FR,Paris,48.8552509,2.2919095
